题型,题目,选项,答案,解析
多选题,[2023年][河南中安]根据特种设备相关管理规定中列说法正确的有（ ）。,A.塔式起重机应取得特种设备制造许可证，塔式起重机安装和顶升施工单位应取得特种设备安装改造维修许可证|B.塔式起重机的安装和顶升作业应到相应监督管理部门办理开工告知手续|C.应由持证人员甲带领其他人员进行顶升作业|D.塔式起重机安装后应当经有相应资质的检验检测机构监督检验合格 E 塔式起重机安装和顶升作业应制定施工方案，并经过建设单位批准,AD,本题主要考查的是塔吊的安装前的相关要求，属于高频考点。做题思路：方案先行，编制-审核-批准-交底，同时安装前一切手续和要求都需要办理。B错误，错在“办理开工告知手续”。塔式起重机的安装和顶升作业不需到相应监督管理部门办理开工告知手续；C错误，错在“塔吊安装人员均属于特种作业人员，不能仅一人持证”。塔式起重机的安装顶升作业工作人员均应持证上岗；E错误，错在“建设单位批准”。塔式起重机安装和顶升作业应制定专项施工方案，并经过监理单位批准。故选AD。
单选题,[2023年][河南中安]进行塔式起重机顶升作业时，以下说法正确的是（ ）。,A.作业时使小车运行至限位装置位置后自动停止|B.在吊物荷载达到额定载荷的90%时，应先将吊物吊离地面1m后，检查机械状况、制动性能、物件绑扎情况等，确认无误后方可起吊|C.吊钩应安装行程限位装置并应完整可靠，吊钩的磨损、变形应在规定允许范围内|D.标有绑扎位置或记号的物件，应按标明位置绑扎，钢丝绳与物件的夹角为45°～60°，且不得小于30° E 塔吊的重要部件和安全装置等应进行经常性检查，每月不得少于一次，并应留有记录，发现有安全隐患时应及时进行整改,D,本题主要考查的是塔吊相关的安全技术要求，属于高频考点。A错误，错在“用限位装置停车”。在吊钩提升、起重小车或行走运行到限位装置前，均应减速缓行到停止位置，并应与限位装置保持一定距离；B错误，错在“吊离地面1m”。在吊物载荷达到额定载荷的90%时，应先将吊物吊离地面200mm～500mm后检查机械状况、制动性能、物件绑扎等情况，确认无误后方可起吊；C错误，错在“给吊钩安装行程限位装置”。吊钩应安装钢丝绳防脱钩装置并应完整可靠，吊钩的磨损、变形应在规定允许范围内。故选DE。
多选题,"[2023年][河南中安]3
标记
收藏
根据特种设备相关管理规定中列说法正确的有（ ）。",A.塔式起重机应取得特种设备制造许可证，塔式起重机安装和顶升施工单位应取得特种设备安装改造维修许可证|B.塔式起重机的安装和顶升作业应到相应监督管理部门办理开工告知手续|C.应由持证人员甲带领其他人员进行顶升作业|D.塔式起重机安装后应当经有相应资质的检验检测机构监督检验合格 E 塔式起重机安装和顶升作业应制定施工方案，并经过建设单位批准|A.作业时使小车运行至限位装置位置后自动停止|B.在吊物荷载达到额定载荷的90%时，应先将吊物吊离地面1m后，检查机械状况、制动性能、物件绑扎情况等，确认无误后方可起吊|C.吊钩应安装行程限位装置并应完整可靠，吊钩的磨损、变形应在规定允许范围内|D.标有绑扎位置或记号的物件，应按标明位置绑扎，钢丝绳与物件的夹角为45°～60°，且不得小于30° E 塔吊的重要部件和安全装置等应进行经常性检查，每月不得少于一次，并应留有记录，发现有安全隐患时应及时进行整改|A.安全锁|B.起升高度限位器|C.力矩限制器|D.起重量限制器 E 减速器,BCD,本题主要考查的是塔吊的安全保护装置，属于高频考点。做题思路：和吊篮、施工升降机的安全保护装置区分开。BCD正确，塔式起重机的安全保护装置包括：力矩限制器、起重量限制器、幅度限位器、行走限位器、起升高度限位器。安全锁、减速器不属于塔式起重机的安全保护装置。故选BCD。
单选题,[2024年][河南中安]塔式起重机安全保护装置的作用是避免因误操作造成严重后果，其中可以保证小车在到达臂架头部或臂架根端之前停车的安全保护装置是（    ）。,A.行走限位器|B.起重量限制器|C.回转限位器|D.幅度限位器,D,本题主要考查的是塔式起重机各个安全保护装置的作用。属于高频考点，可以查考案例默写。幅度限位器。用以使小车在到达臂架头部或臂架根端之前停车，防止小车越位事故的发生。对于动臂变幅式塔式起重机，设置臂架低位置和臂架高位置的限位开关，用以防止俯仰变幅臂架在变幅过程中，由于误操作而使臂架向上仰起过度，导致整个臂架向后翻倒事故。故选D。
单选题,[2024年][河南中安]某起重机械安装公司根据施工现场情况编制SC200/200施工升降机拆卸专项施工方案，明确了拆卸作业的安全要求。关于施工升降机拆卸作业的说法，错误的是（    ）。,A.拆卸作业时施工升降机司机应在梯笼内操作|B.拆卸场地周围应设置警戒线和安全警示标志|C.拆卸前应对施工升降机的关键部件进行检查|D.拆卸作业时不得采用投掷的方式传递工具,A,本题主要考查的是施工升降机拆卸作业的注意事项，属于垂直运输机械的通用的要求。做题思路：和实际作业时的要求不相符的均是错误的。A错误，错在“拆卸作业时，施工升降机司机应在梯笼顶部操作”。根据相关规定，施工升降机安装或拆卸过程中，必须在笼顶操作，不允许在笼内操作。故选A。
单选题,[2024年][河南中安]（超纲）施工升降机是建筑施工用于载人（货）的垂直运输机械。根据《吊笼有垂直导向的人货两用施工升降机》（GB/T26557），关于施工升降机安全使用的说法，错误的是（    ）。,A.地面防护围栏高度应不小于1.80m|B.吊笼门开口的净高度应不小于2m|C.地面防护围栏外应设置停机装置|D.吊笼和对重运行通道的最下方应安装缓冲器,A,"A正确，防护围栏高度不应小于1.8m,围栏立面可采用网板结构,强度应符合规范要求；B错误，错在“吊笼门开口的净高度应不小于2m”。吊笼门开口的净高度不应小于1.8m,净宽度不应小于0.6m；C正确，应设有使升降机(包括动力驱动的门)停机和保持在非工作状态的停机装置。停机装置应设置在:a)底部防护围栏外；b)滑轮间(如果有。滑轮间指仅装设滑轮或限速器和电气设备的房间)；c)吊笼顶，如果吊笼顶预定可使用；d)安装/拆卸/维护/检查控制装置中；e)吊笼内。故选B。"
单选题,[2024年][河南中安]某基坑工程采用多种机械设备完成土方施工任务。下列土石方机械设备安全作业要求中，正确的是（    ）。,A.装载机作业时，轮胎距基坑边缘的距离应大于1m|B.两台推土机在同一区域作业时，前后距离不得小于6m|C.两台铲运机在同一区域平行作业时，左右距离不得小于2m|D.挖掘机拉铲作业时，履带到工作面边缘的距离不得小于0.50m,C,本题主要考查的是《建筑施工土石方工程安全技术规范》（JGJ180-2009），是土方施工机械在作业时的要求，其实就是数字的考察。A错误，错在“装载机作业时，轮胎距基坑边缘的距离应大于1.5m”。装载机在边坡、壕沟、凹坑卸料时，轮胎距沟、坑边缘的距离应大于1.5m；B错误，错在“两台推土机在同一区域作业时，前后距离不得小于8m。”两台推土机在同一区域作业时，前后距离不得小于8m，左右距离应大于1.5m；C正确，两台铲运机在同一区域平行作业时，左右距离不得小于2m，前后距离不得小于10m；D错误，错在“挖掘机拉铲作业时，履带到工作面边缘的距离不得小于1m”。故选C。
单选题,[2024年][河南中安]（超纲）高空作业车是施工现场常用的机械设备，使用不当容易发生事故。关于高空作业车安全使用的各种说法，正确的是（    ）。,"A.用支腿进行调平的作业车，支腿收回时应保持伸展|B.作业高度大于30m的作业车，工作平台上应设置风速测量仪|C.采用液压支腿的作业车,液压管路发生故障时应能自动收回支腿|D.用支腿进行调平的作业车,支腿和伸展机构应设置各自独立的锁定装置",B,"A错误，错在“对于用支腿进行调平的作业车,应设有支腿和伸展机构互锁装置”。根据《高空作业车》（GB/T 9465-2018 ）5.7.2，对于用支腿进行调平的作业车,应设有支腿和伸展机构互锁装置。在支腿展开调平并支撑可靠之前,臂架应不能伸展；在臂架未收回到支承托架之前，下车支腿应不能收回；B正确，5.7.14最大作业高度大于30m的作业车,工作平台上应设风速测量仪。风速测量仪应设置在工作平台迎风处,当风速超过制造商规定的要求时,应有声光报警信号,报警声不应小于90dB(A)；C错误，错在“应设有防止液压管路发生故障时回缩的安全保护装置，而不是自动收回支腿”5.7.3作业车采用液压式支腿和伸展机构时,应设有防止液压管路发生故障时回缩的安全保护装置；D错误，错在“支腿和伸展机构互锁装置，而不是独立锁定”。用支腿进行调平的作业车，应设有支腿和伸展机构互锁装置。故选B。"
单选题,[2024年][河南中安]某建筑工程进入装修阶段、现场使用大量小型电动机械和手持电动工具。为保证用电安全、项目部采用链式接线方式增加现场分配电箱数量。下列增设分配电箱的接线做法中，正确的是（    ）。,A.在总配电箱进线端并接|B.在总配电箱分路进线端并接|C.在分配电箱进线端并接|D.在开关箱进线端并接,C,本题主要考查的是链式接线方式的特点。C正确，链式接线方式是指将供电线路串联在一起，依次向后供电的方式。一般适用于供电线路较长，供电负荷较小的场合，供电线路在分配电箱进线上桩头并接。链式接线方式的特点与树干式基本相同，链式相连的用电设备一般不宜超过5台，链式相连的配电箱不宜超过3台，且总容量不宜超过10kW。故选C。
单选题,[2024年][河南中安]漏电保护器是防止人员触电的重要保护装置。当施工现场开关箱选用辅助电源发生故障不能自动断开的辅助电源型（电子式）漏电保护器时，应同步设置的保护装置是（    ）。,A.过载保护装置|B.隔离保护装置|C.防雷保护装置|D.缺相保护装置,D,D正确，漏电保护器的结构选型，优先选用无辅助电源型(电磁式)产品，或选用辅助电源故障时能自动断开的辅助电源型(电子式)产品。若选用辅助电源故障时不能断开的辅助电源型(电子式)产品，必须同时设置与其相配套的缺相保护装置。故选D。
单选题,[2024年][河南中安]施工现场临时用电采用TN-S接零保护系统。根据《施工现场临时用电安全技术规范》（JGJ46），关于工作接地的说法，错误的是（    ）。,A.中性点接地不能防止零序电压偏移|B.中性点接地可保持三相电压基本平衡|C.电力系统的中性点可直接与大地相连|D.中性点接地对低压系统可方便地使用单相电源,A,本题主要考查的是中性点接地的作用。做题思路：对TN-S系统的特点要熟悉，对中性点接地在TN系统中的作用要清晰。A错误，错在“不能防止零序电压偏移”。中性点接地能防止零序电压偏移；B正确，中性点接地能保持三相电压基本平衡；D正确，中性点接地能对低压系统可方便地使用单相电源；C正确，工作接地是指将电力系统的某点(如中性点)直接与大地相连，或经消弧线圈、电阻等与大地金属连接。故选A。
单选题,[2024年][河南中安]某工程项目专职安全生产管理人员对施工现场防护设施进行专项检查。根据《建筑施工高处作业安全技术规范》（JGJ80），下列检查记录中，存在问题的是（    ）。,A.施工升降机与建筑物间的停层平台两侧边设防护栏杆、挡脚板，并采用密目式安全立网封闭|B.落地式双排脚手架采用密目式安全立网全封闭，立网设置在脚手架内侧立杆上|C.外设楼梯口安装了防护栏杆、挡脚板，并采用密目式安全立网封闭|D.阳台临空一侧设置了防护栏杆、挡脚板，并采用工具式栏板封闭,B,本题主要考查的是临边作业的要求，虽不是考试的重点，是却是施工中的实际要求。B错误，错在“立网设置在脚手架内侧立杆上”。落地式双排脚手架采用密目式安全立网全封闭，立网设置在脚手架外侧立杆上。故选B。
单选题,[2024年][河南中安]某住宅工程建筑高度27m，正在进行顶楼结构施工。为保证人员进出安全，项目部在建筑物通道口搭设了双层木板安全防护棚。下列防护棚搭设做法中，错误的是（    ）。,A.搭设高度3m|B.搭设长度8m|C.双层木板间距700mm|D.使用厚度50mm的双层木板,A,本题主要考查的是防护棚搭设的要求，同时也包括坠落半径的内容。是选择和案例题目的常考点。A错误，错在“搭设高度为3米”。当建筑物高度大于24m并采用木质板搭设时，应搭设双层安全防护棚。两层防护的间距不应小于700mm，安全防护棚的高度不应小于4m。故选A。
单选题,[2024年][河南中安]安全网是建筑施工现场重要的安全防护用品在工程不同部位广泛使用。下列安全网搭设方法中，正确的是（    ）。,A.电梯井内封闭防护的两层平网间距12m|B.绑扎在外脚手架上的立网系绳间距500mm|C.框架结构封闭防护的平网边绳系绳间距700mm|D.电梯井内封闭防护的平网网体与井壁的空隙30mm,C,本题主要考查的是安全网的搭设要求。数字属于不常考的内容。A错误，错在“间距12m”。两层平网间距离不得超过10m；B错误，错在“间距500mm”密目式安全立网搭设时，每个开眼环扣应穿入系绳，系绳应绑扎在支撑架上，间距不得大于450mm。相邻密目网间应紧密结合或重叠；C正确，平网每个系结点上的边绳应与支撑架靠紧，边绳的断裂张力不得小于7kN，系绳沿网边均匀分布，间距不得大于750mm；D错误，错在“空隙30mm”。电梯井内平网网体与井壁的空隙不得大于25mm。故选C。
单选题,[2024年][河南中安]（超纲）某市政工程管线沟槽开挖深度4m，土体类别为中密碎石，采用自然放坡方式进行土方开挖。根据《建筑施工土石方工程安全技术规范》（JGJ180），为保证安全，至少需要的放坡宽度是（    ）。,A.1.00m|B.2.00m|C.3.00m|D.4.00m,B,中密碎石土体，在开挖深度小于5米的情况下，自然放坡的坡率允许值在1:0.50至1:0.75之间，4×0.5=2m。故选B。
单选题,[2024年][河南中安]某工程模板支撑体系采用承插型盘扣式钢管脚手架。施工前，项目部编制了专项施工方案明确了安拆作业要求。关于支撑脚手架安拆作业的说法，错误的是（ ）。照“先立杆，后水平杆，再斜杆”的顺序安装应按,A.应按照“先立杆，后水平杆，再斜杆”的顺序安装|B.超过8m的支撑架，每搭完8m高度应检查验收|C.应按照“先装后拆，后装先拆”的原则拆除|D.搭设场地应平整、坚实，并设有排水措施,B,本题主要考查的是支撑脚手架安拆作业的要求。属于高频考点。B错误，错在“搭完8m高度进行检查验收”，超过8m的高支模每搭设完成6m高度后应检查和验收。故选B。
单选题,[2024年][河南中安]某建筑工程附着式升降脚手架架体高度13.50m，设有防倾覆、防坠落和同步升降控制等安全装置。下列防倾覆装置设置的做法中，正确的是（    ）。,A.防倾覆装置与导轨的间隙7mm|B.防倾覆装置与附墙支座牢固焊接|C.防倾覆导轨与竖向主框架可靠连接|D.最上和最下两个导向件的间距1.80m,C,本题主要考查的是附着式升降脚手架的搭设要求。A错误，错在“间隙7mm”。其装置与导向杆之间的间隙不应大于5mm；B错误，错在“焊接”。应用螺栓与附墙支座连接；C正确，在防倾覆导向件的范围内应设置防倾覆导轨，且应与竖向主框架可靠连接；D错误，错在“间距1.80m”。在升降和使用两种工况下，最上和最下两个导向件之间的最小间距不得小于2.8m或架体高度的1/4。故选C。
单选题,[2024年][河南中安]柱洞法是地铁车站暗挖施工常用的工法，施工内容包括：①中洞初支衬砌施工，二衬扣拱、底板施工；②两柱洞初支衬砌施工，底梁、钢管柱、顶梁防水及结构施工；③侧洞初支施工；④侧洞二衬施工。关于柱洞法的施工顺序，正确的（    ）。,A.①②③④|B.②①③④|C.③④①②|D.④③②①,B,本题主要考查的是柱洞法的施工顺序。属于非常规考点。答题思路：先撑后挖，先支后拆，二衬放最后，防水在中间。施工步序：先将隧道的两柱洞开挖初支衬砌完成，然后施作底梁防水及结构、钢管柱和顶梁防水及结构；然后进行中洞初支衬砌施工，并施作二衬扣拱及底板施工；第三步，施作侧洞初支；第四步，施作侧洞二衬。故选B。
单选题,[2024年][河南中安]盾构机开舱更换刀具是盾构法施工过程中比较危险的作业工序。关于开舱与刀具更换安全管理的说法，正确的是（    ）。,A.土舱内的照明应采用24V以下的安全电压|B.应在开舱点正前方设置位移和沉降监测点|C.盾构机前方土体不能自稳时应采取常压换刀|D.换刀作业时舱口内侧至少挂有一把斧头以备应急,A,本题主要考查的是盾构机作业中的安全管理要求。考察的都是细节点。B错误，错在“开舱点正前方设置位移和沉降监测点”。开舱过程应在开舱点垂直上方和重要建(构)筑物四周设置监测点，严密注视它们的位移和沉降情况；C错误，错在“常压换刀”。在地质条件比较稳定的情况下，一般采取常压换刀，土体不能自稳时，进行气压换刀；D错误，错在“舱口内侧”。作业人员进入土舱前要系上安全绳，在舱口外至少挂有一把斧头，以备发生紧急情况时在人员撤离后能及时砍断入舱的电线电缆等障碍物并关上舱门。故选A。
单选题,[2024年][河南中安]某装饰装修工程气体焊接和切割作业前，施工单位对作业人员进行了防火安全技术交底。下列防火安全要求中，正确的是（    ）。,A.乙炔气空瓶和氧气实瓶同库存放时，间距不应小于1m|B.动火证当日有效，动火证上规定的动火地点不得超过3处|C.动火前要清除附近易燃物，必须设置看火人员并配备灭火用具|D.氧气瓶、乙炔气瓶工作间距不应小于10m，两瓶与明火作业距离不应小于5m,C,本题主要考查的是防火安全要求。属于动火作业的要求。A错误，错在“空实瓶同库存放”。空实瓶应分开放置；乙炔瓶和氧气瓶的存放间距不得小于2米；B错误，错在“动火证的动火地点为3处”。动火证只能有一处动火点；D错误，错在“工作间距和作业间距的数字说反了”。氧气瓶、乙炔气瓶工作间距不小于5m，两瓶与明火作业距离不小于10m。故选C。
单选题,[2024年][河南中安]某工程污水管井施工作业前，项目部对井内有毒有害气体进行检测，检测结果显示无危险。在作业过程中，井内瞬间涌出大量有毒气体，造成人员急性中毒。该起事故反映出有限空间作业危害的特性是（    ）。,A.可预防性|B.多样性|C.持续性|D.突发性,D,某些环境下具有突发性。如开始进入有限空间检测时没有危险，但是在作业过程中突然涌出大量的有毒气体，造成急性中毒。故选D。
单选题,[2024年][河南中安]为提高施工现场突发事件应急处置能力，项目部制定了土方坍塌事故应急演练方案，成立应急演练领导小组，施工项目负责人担任演练总指挥，组织开展应急演练活动。下列应急演练的做法中，错误的是（    ）。,A.说明演练规则、场景及主要内容、岗位职责和注意事项|B.检查演练设备、设施、技术资料和参演人员到位情况|C.建设单位项目负责人根据现场情况中止演练活动|D.组织演练点评、参演人员自评、评估组评估,C,本题主要考查的是应急演练的要求。C错误，错在“建设单位项目负责人”。在应急演练实施过程中，出现特殊或意外情况，短时间内不能妥善处理或解决时，应急演练总指挥按照事先规定的程序和指令中断应急演练。故选C。
单选题,[2024年][河南中安]某工程从主体结构3层开始搭设型钢悬挑脚手架。搭设完成后，项目部组织相关人员验收，根据《建筑施工扣件式钢管脚手架安全技术规范》（JGJ130），上述验收情况中，存在隐患的验收项目序号是（    ）。,A.①|B.②|C.③|D.④,D,钢丝绳与建筑结构拉结的吊环应使用HPB235级钢筋，其直径不宜小于20mm。故选D。
单选题,"[2024年][河南中安]根据《城市轨道交通工程基坑、隧道施工坍塌防范导则》(建办质(2021)42号),构建3号线基坑、隧道施工防坍塌管理体系的牵头单位是（    ）。",A.建设单位|B.勘查单位|C.设计单位|D.监理单位 E 施工总承包单位,A,本题主要考查的是隧道施工防坍塌管理体系的牵头单位，属于非常规考点。A正确，建设单位牵头构建基坑、隧道防范坍塌体系，细化任务分工，认真组织实施，层层压实责任，强化各参建单位的责任落实。故选A。
多选题,"[2024年][河南中安]根据《建筑起重机械安全监督管理规定》部令第166号)，塔式起重机自安装验收合格之日起30日内,应向工程所在地县级以上地方人民政府住房和城乡建设行政主管部门办理建筑起重机械使用登记。项目部在办理建筑起重机械使用登记时，应提供的资料有（    ）。",A.危险性较大的分部分项工程清单|B.重大危险源清单|C.塔式起重机验收合格证明|D.塔式起重机安全管理制度 E 塔式起重机司机名单,CD,本题主要考查的是塔吊办理使用登记需要提供的资料，属于非常规考点。答题思路：塔吊本身和操作人员的资料，在它之外的延伸资料不属于办理登记的资料。使用单位应当自建筑起重机械安装验收合格之日起30日内，将建筑起重机械安装验收资料、建筑起重机械安全管理制度、特种作业人员名单等，向工程所在地县级以上地方人民政府建设主管部门办理建筑起重机械使用登记。故选CDE。
多选题,"[2024年][河南中安]根据《房屋市政工程生产安全重大事故隐患判定标准(2022版)》(建质规(2022)2号)下列专家组提出的问题中,应判定为生产安全重大事故隐患的有（    ）。",A.A车站暗挖施工隧道内作业面带水施工未采取止水措施|B.A车站暗挖施工隧道内采用110V电压照明|C.B车站基坑土方已开挖至第二步支撑未进行第三方监测|D.区间隧道盾构机驾驶室与地面通讯不畅 E 区间盾构施工用水平运输车辆运载作业人员进出隧道,ABC,本题主要考查的是重大事故隐患的判定，属于高频考点。答题思路：能够造成严重损失，需要花费一定代价进行解决的隐患属于重大事故隐患。A属于，作业面带水施工未采取相关措施，或地下水控制措施失效且继续施工，属于暗挖工程中的重大事故隐患；B属于，施工临时用电方面，特殊作业环境(隧道、人防工程，高温、有导电灰尘、比较潮湿等作业环境)照明未按规定使用安全电压的，应判定为重大事故隐患；C属于，深基坑施工未进行第三方监测，属于基坑工程的重大事故隐患。故选ABC。
多选题,[2024年][河南中安]根据《城市轨道交通工程基坑、隧道施工坍塌规范导则》(建办质(2021)42号)，3号线基坑、隧道防范坍塌管理体系还应包括的工作内容有（    ）。,A.制定地下水控制措施|B.加强现场施工扬尘治理|C.组织防范坍塌技术培训|D.关键工序采用智能机械设备施工 E 制定周边管线和建(构)筑物的保护措施,ACD,"本题主要考查的是防范坍塌管理体系，属于非常规考点。答题思路：基坑、隧道可能造成的坍塌，如地下水，地上荷载，支撑体系等等。不包括环境保护。构建基坑、隧道防范坍塌体系(1)城市轨道交通工程基坑、隧道属于超过一定规模的危大工程，必须严格执行《危险性较大的分部分项工程安全管理规定》(住房城乡建设部令第37号)及相关要求。防范基坑、隧道施工坍塌是确保施工过程安全的主要内容。(2)建设单位牵头构建基坑、隧道防范坍塌体系，细化任务分工，认真组织实施，层层压实责任，强化各参建单位的责任落实,(3)组织开展重点项目科技攻坚，推广应用城市轨道交通工程创新技术；推动危险性较大的分部分项工程和关键工序的机械化施工水平，促进“机械化换人、自动化减人”；新技术、新工艺、新材料、新设备的应用，应有认证、鉴定、评估或推广证书。(4)各地宜针对地质条件和工程特点，细化基坑、隧道防坍塌具体措施要求。(5)加强培训教育，将基坑、隧道防坍塌技术管理要求纳入培训内容，提升防范坍塌意识和技术管理水平。(6)严格执行地下水控制措施，落实控制效果，加强止水帷幕和帷幕注浆止水效果检测，避免带水作业，及时封堵涌水，必要时采用地层回、跟踪补偿注浆等措施，确保地下水控制处于安全状态。(7)应充分考虑各种非施工因素停工带来的不利影响，提前采取设计、施工应对措施。(8)建设单位应在基坑开挖前、盾构始发前，组织勘察、设计、施工、监理第三方检测等单位，结合水文地质情况和周边建(构)筑物、管线情况进行现状调查，形成现状调查报告并分析评估，研究制定相关保护措施。故选ACDE。"
