题型,题目,选项,答案,解析
单选题,[2023年][河南中安]雷电可引起燃爆、电击、设备和设施毁坏、大规模停电等危害、关于雷电危害的说法，正确的是（ ）。,A.雷电产生的冲击电压可能会导致发电机毁坏|B.雷电的二次放电不会对人体产生电击|C.球雷可能使人致命，但不会侵入室内引起火灾|D.雷电流较短时间内通过导体不会形成引燃源,A,本题主要考查的是雷电的危害，属于高频考点。做题思路：先掌握雷电的危害，后根据关键词判断选项正误。A正确；数百万伏乃至更高的冲击电压可能毁坏发电机、电力变压器、断路器、绝缘子等电气设备的绝缘、烧断电线或劈裂电杆；B错误，错在“不会对人体产生电击”。雷电直接对人放电会使人遭到致命电击，二次放电也能造成电击；C错误，错在“不会侵入室内引起火灾”。在雷雨季节，球雷可能从门、窗、烟囱等通道侵入室内；D错误，错在“不会形成引燃源”。巨大的雷电流通过导体，在极短的时间内转换出大量的热能，可能烧毁导体、熔化导体，导致易燃品的燃烧，从而引起火灾乃至爆炸。故选A。
单选题,[2023年][河南中安]压力表是锅炉的重要安全仪表，能够准确地显示锅炉上被测部位的压力，可使操作人员及时发现锅炉运行过程中的超压状况，下列锅炉上必须装设压力表的部位是（ ）。,A.蒸汽锅炉省煤器的进口和出口|B.热水锅炉进水阀的进口|C.蒸汽锅炉再热器的进口和出口|D.热水锅炉出水阀的出口,C,本题主要考查的是锅炉压力表的设置。做题思路：分清进口和出口。A错误，错在“进口”。B错误，错在“进口”。D错误，错在“出口”。锅炉的以下部位应当装设压力测量装置：（1）蒸汽锅炉锅筒（壳）的蒸汽空间；（2）给水调节阀前；（3）省煤器出口；（4）过热器出口和主汽阀之间；（5）再热器出口、进口；（6）直流蒸汽锅炉的启动（汽水）分离器或其出口管道上；（7）直流蒸汽锅炉省煤器进口、储水箱和循环泵出口；（8）直流蒸汽锅炉蒸发受热面出口截止阀前（如果装有截止阀）；（9）热水锅炉的锅筒（壳）上；（10）热水锅炉的进水阀出口和出水间进口；（11）热水锅炉循环水泵的出口、进口；（12）燃油锅炉、燃煤锅炉的点火油系统的油泵进口（回油）及出口；（13）燃气锅炉、燃煤锅炉的点火气系统的气源进口及燃气间阀组稳压阀（调压阀）后。故选C。
单选题,[2023年][河南中安]人的机体与毒性危险化学品的相互作用是个复杂的过程，中毒后的症状也不一样，尤其是发生急性中毒，需要立即施救，否则会危及生命，下列针对毒性危险化学品泄漏扩散引起急性中毒的应急处置措施中，错误的是（ ）。,A.立即停止输送物料|B.迅速启动通风设施|C.及时堵塞泄漏部位|D.立即实施原地抢救,D,本题主要考查的是危险化学品中毒应急处置措施，属于高频考点。做题思路：先掌握危险化学品中毒的应急处置措施，后根据关键词判断选项正误。D错误，错在“原地”。发生危险化学品泄漏中毒事故后，应立即切断物料供应、打开强制送排风系统有封堵条件的及时封堵泄漏部位，并将中毒者及时抢救。救护人员应迅速将中毒者移至空气新鲜、通风良好的地方。故选D。
单选题,[2023年][河南中安]某化工公司将无标识的化工原料次氯酸钠存入公司仓库，库管员未对入库原料进行认真核实，之后又将该原料挪入其他产品存放区混存，引发危险化学品物质相互反应而造成火灾。下列危险化学品中，能够与次氯酸钠混存的是（ ）。,A.丙酮|B.乙醚|C.高锰酸钾|D.无水乙醇,C,本题主要考查的是危险化学品的安全存放，属于高频考点。做题思路：次氯酸钠属于强氧化剂，不能和易燃有机试剂混放。特别注意强氧化剂（高锰酸钾、过氧化氢、浓硫酸、硝酸、次氯酸钠、高氯酸等）不得与易燃有机试剂（如丙酮、乙腈、乙醚、无水乙醇等）混放。故选C。
单选题,[2023年][河南中安]当锅炉运行燃烧不充分时，部分可燃物随着燃气进入尾部烟道，积存于烟道内部。黏附在尾部受热面上，在一定条件下这些可燃物自行着火后，称为尾部烟道二次燃烧，关于尾部烟道二次燃烧的说法，正确的是（ ）。,A.尾部烟道二次燃烧主要发生在燃气锅炉上|B.尾部烟道二次燃烧易发生在锅炉满负荷工况|C.尾部烟道二次燃烧易在引风机停转后发生|D.尾部烟道二次燃烧易在停炉之后不久发生,D,本题主要考查的是锅炉尾部烟道二次燃烧，属于高频考点。做题思路：先掌握尾部烟道二次燃烧的知识点，后根据关键词判断选项正误。A错误，错在“燃气”。尾部烟道二次燃烧主要发生在燃油锅炉上；B错误，错在“锅炉满负荷工况”。尾部烟道二次燃烧易发生在锅炉低负荷工况或刚停炉不久；C错误，错在“引风机”。尾部烟道二次燃烧易在送风机停转后发生；D正确，尾部烟道二次燃烧易在停炉之后不久发生。故选D。
单选题,[2023年][河南中安]气瓶在贮存过程中经常发生事故，贮存场所必须符合相关的安全规范，同时还应加强管理。下列气瓶贮存的安全要求中，错误的是（ ）。,A.贮存过程中应遵循先入库先发出原则，并应设立明显的警示标志|B.空、实瓶应分开存放，可燃气体的气瓶不得与还原性气瓶同存|C.气瓶库屋顶应为轻型结构，应有足够的泄压面积，透明玻璃上应涂白漆|D.瓶库内部不得有地沟、暗道，严禁用电热器、煤炉取暖,B,本题主要考查的是气瓶的贮存、保管，属于高频考点。做题思路：先掌握气瓶贮存的知识点，后根据关键词判断选项正误。B错误，错在“还原性”。空、实瓶应分开存放，可燃气体的气瓶不得与氧化性气瓶同存。故选B。
单选题,[2023年][河南中安]金属切削加工存在诸多危险因素，包括机械、电气、噪声与振动等，下列金属切削机床电气设备的安全要求中，正确的是（ ）。,A.电气设备应设置放电装置|B.紧急停止装置应设在操作区外|C.电气设备应设置防触电措施|D.数控机床应在无人控制下启动,C,本题主要考查的是金属切削机床电气安全措施，属于高频考点。做题思路：先掌握其安全措施，后根据关键词判断选项正误。A错误，错在“应”。电气设备应防止或限制静电放电，必要时可设置放电装置；B错误，错在“应设在操作区外”。紧急停止装置的布置应保证操作人员易于触及且操作无危险；D错误，错在“应”。数控机床不得在无人控制下启动。故选C。
单选题,[2023年][河南中安]叉车及非公路旅游观光车是常见的场（厂）内专用机动车辆，在其使用中必须严格履行安全操作规程，下列叉车及非公路旅游观光车的安全要求中，正确的是（ ）。,A.任何情况下，观光车驾驶员不得在方向盘的极限位置起步|B.叉车叉装重量不明的物件时，应叉离地面100mm检查稳定|C.叉车使用过程中，严禁两辆叉车同时装卸一辆货车|D.观光车行驶中，驾驶员应对离合器和制动器进行检查,B,本题主要考查的是场（厂）内专用机动车辆安全操作要求，属于高频考点。做题思路：先掌握场（厂）内专用机动车辆安全操作要求，后根据关键词判断选项正误。A错误，错在缺少“特殊情况除外”。任何情况下，观光车驾驶员不得在方向盘的极限位置起步（特殊情况除外）；C错误，错在“严禁”。两辆叉车同时装载一辆货车时，应有专人联系指挥保证作业安全；D错误，错在“行驶中”。观光车启动后，驾驶员应对离合器和制动器进行检查，确认正常后方可运行。故选B。
单选题,[2023年][河南中安]为保证低压配电柜安全可靠运行，并便于操作、检查、试验和监测，安装配电柜时应符合安全要求，图示为某企业室外低压配电柜落地安装示意图，图中为配电柜底面湿地面的高度，H为操作手柄中心的高度，下列低压配电柜安装尺寸中，符合安全要求的是（ ）。,A.A＝40mm，H＝1.2m|B.A＝80mm，H＝1.6m|C.A＝100mm，H＝1.8m|D.A＝60mm，H＝1.4m,D,本题主要考查的是低压配电柜安装要求。做题思路：手柄位于方便操作高度。落地安装的配电柜地面应高出地面50～100mm，操作手柄中心高度一般为1.2m～1.5m。故选D。
单选题,[2023年][河南中安]可燃性气体、蒸气或粉尘爆炸极限值不是一个物理常数，它随条件的变化而变化，其中，惰性气体（如氮、二氧化碳、水蒸气、氩、氦等）的含量是一个重要影响因素，关于惰性气体影响甲烷气体爆炸极限的说法，正确的是（ ）。,A.甲烷的爆炸极限范围在空气中比在纯氧气中的宽|B.惰性气体浓度的增加，对甲烷爆炸下限产生的影响比上限大|C.甲烷的爆炸上下限不会因惰性气体浓度的增加而趋于一致|D.甲烷的爆炸极限范围在He＋O2体系中比在N2＋O2中的宽,D,本题主要考查的是惰性气体对爆炸极限的影响，属于高频考点。做题思路：先掌握惰性气体对爆炸极限影响的知识点，后根据选项描述判断正误。A错误，错在“在空气中比在纯氧气中的宽”。甲烷的爆炸极限范围在纯氧中比在空气中的宽，爆炸危险性更强；B错误，错在“对甲烷爆炸下限产生的影响比上限大”。惰性气体浓度的增加，对甲烷爆炸上限产生影响比下限大；C错误，错在“不会”。甲烷的爆炸上下限会因惰性气体浓度的增加而趋于一致。故选D。
